,비고,수업시간표,대학,교수이름,시간표,이수구분,온/오프
977,[전환(동영상)],목5,소프트웨어융합대학,김동회,오픈소스리눅스실무,공통전선,[전환(동영상)]
978,,월5,소프트웨어융합대학,미정,블록체인,공통전선,[오프라인]
979,[전환(동영상)],월5,소프트웨어융합대학,김진국,4차산업혁명과창업,공통전선,[전환(동영상)]
980,,화5,소프트웨어융합대학,미정,오픈소스하드웨어응용,공통전선,[오프라인]
981,,화3,소프트웨어융합대학,미정,고급임베디드시스템,공통전선,[오프라인]
982,[전환(동영상)],수3,소프트웨어융합대학,임성훈,인공지능수학,공통전선,[전환(동영상)]
983,[전환(동영상)],화3,소프트웨어융합대학,정재동,기술창업캡스톤디자인,공통전선,[전환(동영상)]
984,,월3,청소년학,전성원,청소년지도현장실습,복수전공1,[오프라인]
985,[전환(동영상)],월3,한중비즈니스,성시일,국제통상론,복수전공1,[전환(동영상)]
986,[전환(동영상)],화B 목B,한중비즈니스,성시일,무역결제론,복수전공1,[전환(동영상)]
987,[전환(동영상)],화E 목E,한중비즈니스,강희모,한중비즈니스코딩,복수전공1,[전환(동영상)]
988,[전환(동영상)],화A 목A,한중비즈니스,강희모,한중비즈니스프리젠테이션,복수전공1,[전환(동영상)]
989,[전환(동영상)],월3,일송자유교양대학,전진희,관광학개론,일반교양,[전환(동영상)]
990,[전환(동영상)],월7,일송자유교양대학,이지원,관광학개론,일반교양,[전환(동영상)]
991,[전환(동영상)],금5,경영학과,김도희,여행사경영론(종합설계),전선,[전환(동영상)]
992,[전환(동영상)],화D 목D,경영학과,전진희,국제행사운영기획(종합설계),전선,[전환(동영상)]
993,[전환(동영상)],월3,경영학과,김도희,서비스마케팅,전선,[전환(동영상)]
994,[전환(화상)],월7,경영학과,고태규,관광산업론(종합설계),전선,[전환(화상)]
995,,월11,생명과학과,전성호,캡스톤디자인생물학연구II,전선,[오프라인]
996,[전환(화상)],수7,식품영양학과,박경호,영양학용어,전선,[전환(화상)]
997,[전환(동영상)],월7,미래융합스쿨,이승환,디지털북디자인 II,전선,[전환(동영상)]
998,[전환(동영상)],월7,ICT융합전공,이승환,디지털북디자인 II,전선,[전환(동영상)]
999,[전환(화상)]글로벌학부 1학년 필수 교양,목E,일송자유교양대학,신유경,Selected Readings and Analysis,기초,[전환(화상)]
1000,[전환(화상)]글로벌학부 1학년 필수 교양,월2,일송자유교양대학,신유경,Intermediate Academic Research,기초,[전환(화상)]
1001,[전환(동영상)]글로벌학부 분반,목B,일송자유교양대학,황순양,Basic Spanish 2,일반교양,[전환(동영상)]
1002,[전환(동영상)]융합인재학부 분반,목E,일송자유교양대학,황순양,Basic Spanish 2,일반교양,[전환(동영상)]
1003,[전환(화상)]글로벌학부 1학년 필수 교양,화C,일송자유교양대학,신유경,International Affairs and Global Perspectives,일반교양,[전환(화상)]
1004,2학년 이상 수강 가능,화6,일송자유교양대학,김유정,디지털그래픽활용,기초,[오프라인]
1005,[실시간 화상강의],수5,일송자유교양대학,방기석,인터넷의이해,일반교양,[실시간 화상강의]
1006,통합정보시스템에서 신청,,일송자유교양대학,서경석,사회봉사활동Ⅰ,한림소양,[오프라인]
1007,통합정보시스템에서 신청,,일송자유교양대학,한상진,사회봉사활동Ⅱ,한림소양,[오프라인]
1008,통합정보시스템에서 신청,,일송자유교양대학,이성룡,사회봉사활동Ⅱ,한림소양,[오프라인]
1009,통합정보시스템에서 신청,,일송자유교양대학,이재선,사회봉사활동Ⅱ,한림소양,[오프라인]
1010,통합정보시스템에서 신청,,일송자유교양대학,서경석,사회봉사활동Ⅱ,한림소양,[오프라인]
1011,통합정보시스템에서 신청,,일송자유교양대학,심보경,사회봉사활동Ⅱ,한림소양,[오프라인]
1012,[전환(동영상)],월3,일송자유교양대학,허명국,인터넷과법,일반교양,[전환(동영상)]
1013,[전환(화상)],화B 목B,일송자유교양대학,박혜경,러시아문화와예술,일반교양,[전환(화상)]
1014,[전환(화상)],화A 목A,글로벌학부,안정민,Understanding Law and Policy,공통전선,[전환(화상)]
1015,,금1,한중통번역전공,LI WEI WEI,B전공언어 II,전선,[오프라인]
1016,,금5,한중통번역전공,LI WEI WEI,문장구역 II,전선,[오프라인]
1017,[전환(화상)],화C 목C,한중통번역전공,김초록,C언어기초 II,전선,[전환(화상)]
1018,[전환(화상)],화B 목B,한중통번역전공,김미숙,B언어숙달 II,전선,[전환(화상)]
1019,[전환(화상)],화7,한중통번역전공,박정희,노트테이킹 II,전선,[전환(화상)]
1020,,화B 목B,글로컬융합인문학전공,주동률,경제와정의,전선,[오프라인]
1021,[전환(동영상)],수8 금7,글로컬융합인문학전공,홍택규,인간과기호,전선,[전환(동영상)]
1022,[전환(화상)],화D 목D,글로컬융합인문학전공,이찬,쟁점으로읽는동양사상,전선,[전환(화상)]
1023,[전환(동영상)],월3,글로컬융합인문학전공,최태강,동북아의미래지향적비전,전선,[전환(동영상)]
1024,,월9,글로컬융합인문학전공,김아람,한국문화현장답사III,전선,[오프라인]
1025,[전환(화상)],화A 목A,문화산업전공,김익태,문화콘텐츠마케팅,전선,[전환(화상)]
1026,[전환(화상)],수6,문화산업전공,송승철,Culture and Globalization 2,전선,[전환(화상)]
1027,[전환(화상)],월6,문화산업전공,윤은주,문화산업과인적자원관리,전선,[전환(화상)]
1028,[전환(화상)],화D 목D,문화산업전공,김익태,문화콘텐츠와소비자행동,전선,[전환(화상)]
1029,[전환(혼합)],월3,AI융합전공,이종석,AI융합챌린지,전선,[전환(혼합)]
1030,[전환(혼합)],월3,글로벌융합대학,이종석,AI융합챌린지,전선,[전환(혼합)]
1031,[블렌디드],금6,글로벌융합대학,염현덕,AI융합세미나II,전선,[블렌디드]
1032,[블렌디드],금6,AI융합전공,염현덕,AI융합세미나II,전선,[블렌디드]
1033,[전환(동영상)],화D 목D,글로벌비즈니스전공,조규성,Financial Management I,전선,[전환(동영상)]
1034,[전환(화상)],월5,글로벌비즈니스전공,신유경,Senior Seminar in Global Business,전선,[전환(화상)]
1035,[전환(동영상)],월7,글로벌비즈니스전공,조동훈,Intermediate Microeconomics II,전선,[전환(동영상)]
1036,[전환(화상)],월1,글로벌비즈니스전공,노석재,Intermediate Macroeconomics II,전선,[전환(화상)]
1037,[전환(화상)],금6,글로벌비즈니스전공,조창익,Global Business Project(캡스톤디자인),전선,[전환(화상)]
1038,[전환(화상)],월3,문화산업전공,김익태,문화콘텐츠비즈니스조사기획(종합설계),전선,[전환(화상)]
1039,[실시간 화상강의],화B 목B,문화산업전공,김익태,문화콘텐츠비즈니스조사기획(종합설계),전선,[실시간 화상강의]
1040,[전환(화상)],월3,문화산업전공,김익태,문화콘텐츠비즈니스조사기획(종합설계),전선,[전환(화상)]
1041,[실시간 화상강의],화B 목B,문화산업전공,김익태,문화콘텐츠비즈니스조사기획(종합설계),전선,[실시간 화상강의]
1042,[전환(동영상)],금1,문화산업전공,신진호,문화산업빅데이터관리,전선,[전환(동영상)]
1043,[전환(화상)],월8 수7,문화산업전공,윤은주,축제기획및운영,전선,[전환(화상)]
1044,,월3,정보법과학전공,미정,Introduction to Digital Forensics,전선,[오프라인]
1045,[전환(화상)],월1,정보법과학전공,박노섭,Criminal Investigation,전선,[전환(화상)]
1046,[블렌디드],수3,정보법과학전공,김혁준,Network Security & Forensics,전선,[블렌디드]
1047,[전환(화상)],화D 목D,정보법과학전공,장윤식,Cybercrime,전선,[전환(화상)]
1048,[전환(화상)],금5,정보법과학전공,이윤정,Crime & Investigative Psychology,전선,[전환(화상)]
1049,[전환(화상)],화A 목A,정보법과학전공,박노섭,Crime & Punishment,전선,[전환(화상)]
1050,[전환(화상)],화B 목B,정보법과학전공,안정민,Communication Regulation,전선,[전환(화상)]
1051,[전환(화상)],월5,정보법과학전공,장윤식,Capstone Design Seminar,전필,[전환(화상)]
1052,[전환(화상)],목3,한중통번역전공,한혜정,비즈니스커뮤니케이션 II,전선,[전환(화상)]
1053,[전환(화상)],화A 목A,한중통번역전공,김미숙,한국의언어문화,전선,[전환(화상)]
1054,[블렌디드],월6,한중통번역전공,장범성,한국시사입문,전선,[블렌디드]
1055,[전환(화상)],목7,한중통번역전공,한혜정,B언어프레젠테이션,전선,[전환(화상)]
1056,[전환(화상)],화3,한중통번역전공,박정희,MICE통번역2,전선,[전환(화상)]
1057,,수4 금3,한국학전공,RAY ALLEN BRUCE,Encounters with Korea,전선,[오프라인]
1058,,화B 목B,한국학전공,FREY BRITT FRANKLIN,Fundamental Issues for International Business in Korea,전선,[오프라인]
1059,,화E 목E,한국학전공,노은미,Korean Film and Literature,전선,[오프라인]
1060,[전환(화상)],월0,한국학전공,조창익,Korean Economy: Dynamics and Future,전선,[전환(화상)]
1061,,화C,한국학전공,양기웅,Korea and International Relations in East Asia,전선,[오프라인]
1062,[전환(혼합)],월3,한국학전공,이지연,Current Issues in Modern Korean Society,전선,[전환(혼합)]
1063,[전환(동영상)],월1,데이터과학융합스쿨,심송용,실험계획과분석,전선,[전환(동영상)]
1064,[전환(동영상)],월1,임상의학통계전공,심송용,실험계획과분석,전선,[전환(동영상)]
1065,[전환(혼합)],월1,데이터과학융합스쿨,최희지,통계적사고와이해,공통전선,[전환(혼합)]
1066,[전환(혼합)],수7,데이터과학융합스쿨,김윤태,데이터구조와컴퓨팅,공통전선,[전환(혼합)]
1067,[전환(혼합)],월7,데이터과학융합스쿨,최희지,생명보험과데이터,전선,[전환(혼합)]
1068,[전환(혼합)],월7,디지털금융정보전공,최희지,생명보험과데이터,전선,[전환(혼합)]
1069,[전환(혼합)],월3,데이터과학융합스쿨,한준희,어드벤쳐디자인:데이터시각화,공통전선,[전환(혼합)]
1070,[전환(혼합)],월3,데이터과학융합스쿨,한준희,어드벤쳐디자인:데이터시각화,공통전선,[전환(혼합)]
1071,[전환(혼합)],월3,데이터과학융합스쿨,손대순,빅데이터마이닝:머신러닝,공통전선,[전환(혼합)]
1072,[전환(동영상)],수6 온라인8,일송자유교양대학,이재진,AI를 활용한 적응형 수학기초,일반교양,[전환(동영상)]
1073,[전환(동영상)],월3 온라인8,일송자유교양대학,이기원,AI를 활용한 통계학 기초,일반교양,[전환(동영상)]
1074,[블렌디드],수3,의과학융합전공,김선정,헬스케어Web프로그래밍,전선,[블렌디드]
1075,[전환(혼합)],월1,의과학융합전공,정득,시장조사분석론,전선,[전환(혼합)]
1076,[전환(혼합)],월3,의과학융합전공,정득,통계분석과활용,전선,[전환(혼합)]
1077,[전환(혼합)],월5,의과학융합전공,조창익,의과학비즈니스모형론,전선,[전환(혼합)]
1078,[전환(혼합)],월9,의과학융합전공,조창익,융합의과학세미나,전선,[전환(혼합)]
1079,[전환(혼합)],수3,의과학융합전공,김건희,헬스&라이프케어창업론,전선,[전환(혼합)]
1080,[전환(혼합)],화F 목F,데이터과학융합스쿨,한준희,텍스트마이닝,공통전선,[전환(혼합)]
1081,[전환(동영상)],화B 목B,데이터과학융합스쿨,심송용,데이터과학을위한파이썬,전선,[전환(동영상)]
1082,[전환(동영상)],화B 목C,데이터과학융합스쿨,심송용,데이터과학을위한파이썬,전선,[전환(동영상)]
1083,[전환(동영상)],화B 목B,데이터테크전공,심송용,데이터과학을위한파이썬,전선,[전환(동영상)]
1084,[전환(동영상)],화B 목C,데이터테크전공,심송용,데이터과학을위한파이썬,전선,[전환(동영상)]
1085,[전환(혼합)],월5,임상의학통계전공,손대순,바이오데이터의이해,전선,[전환(혼합)]
1086,[전환(혼합)],월5,데이터과학융합스쿨,손대순,바이오데이터의이해,전선,[전환(혼합)]
1087,[전환(동영상)],화E 목E,미래융합스쿨,류세민,로봇기초,전선,[전환(동영상)]
1088,[전환(동영상)],화E 목E,ICT융합전공,류세민,로봇기초,전선,[전환(동영상)]
1089,[전환(동영상)],화D 목D,미래융합스쿨,김승찬,딥러닝의이해및활용,전선,[전환(동영상)]
1090,[전환(동영상)],화D 목D,ICT융합전공,김승찬,딥러닝의이해및활용,전선,[전환(동영상)]
1091,[전환(화상)],화F 목F,디지털인문예술전공,김용수,인문관계망시각화,전선,[전환(화상)]
1092,[전환(화상)],화F 목F,미래융합스쿨,김용수,인문관계망시각화,전선,[전환(화상)]
1093,[전환(동영상)],화C 목C,디지털인문예술전공,윤인선,디지털매체와예술,전선,[전환(동영상)]
1094,[전환(동영상)],화C 목C,미래융합스쿨,윤인선,디지털매체와예술,전선,[전환(동영상)]
1095,[전환(화상)],화B 목B,미래융합스쿨,송숙영,디지털시각디자인,전선,[전환(화상)]
1096,[전환(화상)],화B 목B,디지털인문예술전공,송숙영,디지털시각디자인,전선,[전환(화상)]
1097,[전환(동영상)],화E 목E,디지털인문예술전공,윤인선,시각예술의 역사,전선,[전환(동영상)]
1098,[전환(동영상)],화E 목E,미래융합스쿨,윤인선,시각예술의 역사,전선,[전환(동영상)]
1099,[전환(동영상)],월5,디지털인문예술전공,심재연,지역사회와 역사문화콘텐츠,전선,[전환(동영상)]
1100,[전환(동영상)],월5,미래융합스쿨,심재연,지역사회와 역사문화콘텐츠,전선,[전환(동영상)]
1101,[전환(동영상)],수6 금5,디지털인문예술전공,김지현,캡스톤 디자인: 지역문화콘텐츠기획,전선,[전환(동영상)]
1102,[전환(동영상)],수6 금5,미래융합스쿨,김지현,캡스톤 디자인: 지역문화콘텐츠기획,전선,[전환(동영상)]
1103,[동영상 콘텐츠],수8,미래융합스쿨,황미진,지역문화예술경영,전선,[동영상 콘텐츠]
1104,[동영상 콘텐츠],수8,디지털인문예술전공,황미진,지역문화예술경영,전선,[동영상 콘텐츠]
1105,[전환(화상)],월3,미래융합스쿨,이승은,대중서사양식의이해,전선,[전환(화상)]
1106,[전환(화상)],화D 목D,미래융합스쿨,조은별,대중서사양식의이해,전선,[전환(화상)]
1107,[전환(화상)],월3,디지털인문예술전공,이승은,대중서사양식의이해,전선,[전환(화상)]
1108,[전환(화상)],화D 목D,디지털인문예술전공,송숙영,데이터아트,전선,[전환(화상)]
1109,[전환(화상)],화D 목D,미래융합스쿨,송숙영,데이터아트,전선,[전환(화상)]
1110,[동영상 콘텐츠],월3,미래융합스쿨,SAITO AKEMI,한일문화와언어,전선,[동영상 콘텐츠]
1111,[동영상 콘텐츠],월3,한류크리에이터공공외교융합전공,SAITO AKEMI,한일문화와언어,전선,[동영상 콘텐츠]
1112,,월5,한류크리에이터공공외교융합전공,심필선,한류영상콘텐츠개발,전선,[오프라인]
1113,,월5,미래융합스쿨,심필선,한류영상콘텐츠개발,전선,[오프라인]
1114,[전환(화상)],화F 목F,미래융합스쿨,미정,한류엔터테인먼트산업의이해,전선,[전환(화상)]
1115,[전환(화상)],화F 목F,한류크리에이터공공외교융합전공,미정,한류엔터테인먼트산업의이해,전선,[전환(화상)]
1116,,금5,한류크리에이터공공외교융합전공,미정,1인미디어콘텐츠제작워크숍,전선,[오프라인]
1117,,금5,미래융합스쿨,미정,1인미디어콘텐츠제작워크숍,전선,[오프라인]
1118,,금1,한류크리에이터공공외교융합전공,미정,웹드라마스토리텔링,전선,[오프라인]
1119,,금1,미래융합스쿨,미정,웹드라마스토리텔링,전선,[오프라인]
1120,[전환(동영상)],월5,융합관광경영전공,이지원,국제관광의이해,전선,[전환(동영상)]
1121,[전환(동영상)],월5,미래융합스쿨,이지원,국제관광의이해,전선,[전환(동영상)]
1122,,화1,미래융합스쿨,황희곤,MICE산업경영론,전선,[오프라인]
1123,,화1,융합관광경영전공,황희곤,MICE산업경영론,전선,[오프라인]
1124,[전환(동영상)],화7,미래융합스쿨,황재선,호텔실무론,전선,[전환(동영상)]
1125,[전환(동영상)],화7,융합관광경영전공,황재선,호텔실무론,전선,[전환(동영상)]
1126,[전환(화상)],화D 목D,융합관광경영전공,심보경,여행에세이쓰기,전선,[전환(화상)]
1127,[전환(화상)],화D 목D,미래융합스쿨,심보경,여행에세이쓰기,전선,[전환(화상)]
1128,[전환(화상)],월3,미래융합스쿨,윤은주,SNS관광커뮤니케이션,전선,[전환(화상)]
1129,[전환(화상)],월3,융합관광경영전공,윤은주,SNS관광커뮤니케이션,전선,[전환(화상)]
1130,[전환(동영상)],화C 목C,융합관광경영전공,전진희,관광비즈니스영어,전선,[전환(동영상)]
1131,[전환(동영상)],화C 목C,미래융합스쿨,전진희,관광비즈니스영어,전선,[전환(동영상)]
1132,,금7,융합관광경영전공,김준국,관광회계의이해,전선,[오프라인]
1133,,금7,미래융합스쿨,김준국,관광회계의이해,전선,[오프라인]
1134,[전환(동영상)],화E 목E,의약신소재전공,권경애,의약신소재약물전달시스템,전선,[전환(동영상)]
1135,[전환(동영상)],화E 목E,미래융합스쿨,권경애,의약신소재약물전달시스템,전선,[전환(동영상)]
1136,[전환(동영상)],화C 목C,의약신소재전공,NIMSE SATISH BALASAHEB,의약신소재합성,전선,[전환(동영상)]
1137,[전환(동영상)],화C 목C,미래융합스쿨,NIMSE SATISH BALASAHEB,의약신소재합성,전선,[전환(동영상)]
1138,[전환(동영상)],화D 목D,미래융합스쿨,권경애,의약개발계획론,전선,[전환(동영상)]
1139,[전환(동영상)],화D 목D,의약신소재전공,권경애,의약개발계획론,전선,[전환(동영상)]
1140,[전환(동영상)],수2 금1,의약신소재전공,권경애,의약품인허가,전선,[전환(동영상)]
1141,[전환(동영상)],수2 금1,미래융합스쿨,권경애,의약품인허가,전선,[전환(동영상)]
1142,[전환(동영상)],금10,미래융합스쿨,권경애,캡스톤디자인:의약연구2,전선,[전환(동영상)]
1143,[전환(동영상)],금10,의약신소재전공,권경애,캡스톤디자인:의약연구2,전선,[전환(동영상)]
1144,[전환(동영상)],월5,의약신소재전공,김경원,신경과학과뇌질환,전선,[전환(동영상)]
1145,[전환(동영상)],월5,미래융합스쿨,김경원,신경과학과뇌질환,전선,[전환(동영상)]
1146,[전환(동영상)],월5,ICT융합전공,류세민,3D프린팅이해및실습,전선,[전환(동영상)]
1147,[전환(동영상)],월5,미래융합스쿨,류세민,3D프린팅이해및실습,전선,[전환(동영상)]
1148,[전환(동영상)],수3,ICT융합전공,유영제,사물인터넷개발,전선,[전환(동영상)]
1149,[전환(동영상)],수3,미래융합스쿨,유영제,사물인터넷개발,전선,[전환(동영상)]
1150,,월5,사회혁신경영융합전공,신동주,창업가를위한브랜딩디자인,전선,[오프라인]
1151,[전환(화상)],화B 목B,사회혁신경영융합전공,강민정,사회혁신비즈니스경영,전선,[전환(화상)]
1152,[전환(화상)],월7,건강돌봄디자인전공,권명순,건강증진프로그램의개발과평가,전선,[전환(화상)]
1153,,화A 목A,건강돌봄디자인전공,박소현,헬스영양커뮤니케이션,전선,[오프라인]
1154,[전환(화상)],화E 목E,사회혁신경영융합전공,강민정,사회혁신과기업가정신,전선,[전환(화상)]
1155,[전환(화상)],월7,사회혁신경영융합전공,박순정,서비스디자인실습,전선,[전환(화상)]
1156,[전환(동영상)],화B 목B,ICT융합전공,김승찬,캡스톤디자인II:인공지능프로젝트,전선,[전환(동영상)]
1157,[전환(동영상)],화B 목B,미래융합스쿨,김승찬,캡스톤디자인II:인공지능프로젝트,전선,[전환(동영상)]
1158,,수5,공공인재융합전공,미정,공공부문성과관리,전선,[오프라인]
1159,,수5,미래융합스쿨,미정,공공부문성과관리,전선,[오프라인]
1160,,,산학협력특성화대학,이정근,취업연계형정책프로그램1,일반선택,[오프라인]
1161,,,산학협력특성화대학,이정근,취업연계형정책프로그램2,일반선택,[오프라인]
1162,[전환(동영상)]3,수7,산학협력특성화대학,이정근,글로벌취업전략,일반선택,[전환(동영상)]
1163,[전환(동영상)],수3,산학협력특성화대학,이정근,여대생커리어개발과취업전략,일반선택,[전환(동영상)]
1164,[동영상 콘텐츠],금6,의예과,권혁일,오거서세미나II,전필,[동영상 콘텐츠]
1165,[동영상 콘텐츠],금6,의예과,이종호,오거서세미나II,전필,[동영상 콘텐츠]
1166,[동영상 콘텐츠],금6,의예과,송동근,오거서세미나II,전필,[동영상 콘텐츠]
1167,,월8,의예과,서상원,오거서세미나III,전필,[오프라인]
1168,[블렌디드],월1,의예과,NIMSE SATISH BALASAHEB,화학,전필,[블렌디드]
1169,[블렌디드],월1,의예과,NIMSE SATISH BALASAHEB,화학,전필,[블렌디드]
1170,[블렌디드],월1,의예과,NIMSE SATISH BALASAHEB,화학,전필,[블렌디드]
1171,[블렌디드],월1,의예과,NIMSE SATISH BALASAHEB,화학,전필,[블렌디드]
1172,,화1,의예과,이윤환,의학정보학과통계학,전필,[오프라인]
1173,,목1,의예과,이윤환,의학정보학과통계학,전필,[오프라인]
1174,,월5,의예과,김재봉,세포분자생물학,전필,[오프라인]
1175,[동영상 콘텐츠],금1,의예과,김도훈,행동과학,전필,[동영상 콘텐츠]
1176,,수8,의예과,임만섭,미래의학,전필,[오프라인]
1177,[동영상 콘텐츠],월9,의예과,이은주,의학정보처리프로그래밍,전필,[동영상 콘텐츠]
1178,[동영상 콘텐츠],금9,의예과,이은주,의학정보처리프로그래밍,전필,[동영상 콘텐츠]
1179,,,의학과,박성길,외과총론,전필,[오프라인]
1180,,,의학과,이남호,순환기학,전필,[오프라인]
1181,,,의학과,김성구,성장과발달,전필,[오프라인]
1182,,,의학과,박성호,산부인과학실습,전필,[오프라인]
1183,,,의학과,윤종우,신장비뇨기학,전필,[오프라인]
1184,,,의학과,이주연,감각기학,전필,[오프라인]
1185,,,의학과,유경호,신경과학,전필,[오프라인]
1186,,,의학과,전덕인,정신과학,전필,[오프라인]
1187,,,의학과,이진,내과학실습II,전필,[오프라인]
1188,,,의학과,노용균,가정의학,전필,[오프라인]
1189,,,의학과,유경호,신경과학실습,전필,[오프라인]
1190,,,의학과,전덕인,정신과학실습,전필,[오프라인]
1191,,,의학과,왕순주,응급의학실습,전필,[오프라인]
1192,,,의학과,이수경,마취통증의학실습,전필,[오프라인]
1193,,,의학과,이관섭,영상의학실습,전필,[오프라인]
1194,,,의학과,이상규,선택실습,전선,[오프라인]
1195,,,의학과,권형주,인체와질병I,전필,[오프라인]
1196,,,의학과,최경찬,인체와질병II,전필,[오프라인]
1197,,,의학과,이종호,의료인문학I,전필,[오프라인]
1198,,,의학과,김미영,의료인문학III,전필,[오프라인]
1199,,,의학과,조정진,의료인문학세미나II,전필,[오프라인]
1200,,,의학과,서준교,기초의학종합평가,전필,[오프라인]
1201,,,의학과,이상규,진료역량개발과정,전필,[오프라인]
1202,,,의학과,이상규,진료역량개발과정,전필,[오프라인]
1203,,,의학과,서상원,임상종합평가과정,전필,[오프라인]
1204,,,의학과,이상규,진료역량평가II,전필,[오프라인]
1205,,,의학과,서상원,임상의학기본평가,전필,[오프라인]
1206,,,의학과,이상규,통합과정종합평가,전필,[오프라인]
1207,[플립러닝],화4,간호학과,신동수,기본간호학II및실습,전필,[플립러닝]
1208,[플립러닝],화7,간호학과,신동수,기본간호학II및실습,전필,[플립러닝]
1209,[플립러닝],월2,간호학과,신동수,기본간호학II및실습,전필,[플립러닝]
1210,[플립러닝],화1,간호학과,신동수,기본간호학II및실습,전필,[플립러닝]
1211,[플립러닝],월7,간호학과,신동수,기본간호학II및실습,전필,[플립러닝]
1212,[전환(동영상)],금6,간호학과,고은정,의사소통,전필,[전환(동영상)]
1213,[전환(동영상)],금3,간호학과,고은정,의사소통,전필,[전환(동영상)]
1214,[전환(동영상)],월3,간호학과,남경아,정신간호학II,전필,[전환(동영상)]
1215,[전환(동영상)],월6,간호학과,남경아,정신간호학II,전필,[전환(동영상)]
1216,,,간호학과,오연재,정신간호학실습,전필,[오프라인]
1217,,,간호학과,남경아,정신간호학실습,전필,[오프라인]
1218,[전환(동영상)],화3,간호학과,정금희,모성간호학II,전필,[전환(동영상)]
1219,[전환(동영상)],화6,간호학과,정미조,모성간호학II,전필,[전환(동영상)]
1220,[전환(동영상)],금1,간호학과,김신정,아동청소년간호학II,전필,[전환(동영상)]
1221,[전환(동영상)],금1,간호학과,김신정,아동청소년간호학II,전필,[전환(동영상)]
1222,[전환(동영상)],월8,간호학과,김춘길,보완대체요법,전선,[전환(동영상)]
1223,[전환(동영상)],월3,간호학과,장은영,아동청소년간호학III,전필,[전환(동영상)]
1224,[전환(동영상)],월1,간호학과,장은영,아동청소년간호학III,전필,[전환(동영상)]
1225,[전환(동영상)],화3,간호학과,이은희,간호관리학II,전필,[전환(동영상)]
1226,[전환(동영상)],수8,간호학과,이은희,간호관리학II,전필,[전환(동영상)]
1227,,,간호학과,이은희,간호관리학실습,전필,[오프라인]
1228,,,간호학과,이은희,간호관리학실습,전필,[오프라인]
1229,[전환(동영상)],수3,간호학과,권명순,지역사회간호학III,전필,[전환(동영상)]
1230,[전환(동영상)],화6,간호학과,권명순,지역사회간호학III,전필,[전환(동영상)]
1231,[전환(동영상)],화8,간호학과,김수희,보건프로그램개발및평가,전선,[전환(동영상)]
1232,[전환(동영상)],화6,간호학과,이은희,간호와법,전필,[전환(동영상)]
1233,[전환(동영상)],수6,간호학과,이은희,간호와법,전필,[전환(동영상)]
1234,[전환(동영상)],화2,간호학과,곽찬영,기초간호과학II,전필,[전환(동영상)]
1235,[전환(동영상)],화6,간호학과,곽찬영,기초간호과학II,전필,[전환(동영상)]
1236,,화1,간호학과,김수희,통합실습II,전필,[오프라인]
1237,,월1,간호학과,김수희,통합실습II,전필,[오프라인]
1238,,월8,간호학과,김수희,통합실습II,전필,[오프라인]
1239,,월6,간호학과,김수희,통합실습II,전필,[오프라인]
1240,,월3,간호학과,김수희,통합실습II,전필,[오프라인]
1241,,화1,간호학과,김수희,통합실습II,전필,[오프라인]
1242,,월1,간호학과,김수희,통합실습II,전필,[오프라인]
1243,,월8,간호학과,김수희,통합실습II,전필,[오프라인]
1244,,월6,간호학과,김수희,통합실습II,전필,[오프라인]
