,비고,수업시간표,대학,교수이름,시간표,이수구분,온/오프
388,실습을 끝낸 간호학과 교직 학생만 수강 가능,목10,교직과목,김지일,교육실습,교직,[오프라인]
389,,수1,소프트웨어융합대학,미정,정보,공통전선,[오프라인]
390,,수7,철학전공,이찬,철학교육론,전선,[오프라인]
391,[프로젝트중심],화E 목E,평생교육사과목,간진숙,이러닝교육론,일반선택,[프로젝트중심]
392,[전환(화상)],금5,일본학과,남기학,일본어교육론,전선,[전환(화상)]
393,[프로젝트중심],화B 목B,평생교육사과목,이지혜,평생교육론,일반선택,[프로젝트중심]
394,교육봉사 60시간 필요(실습과목),목11,교직과목,김지일,교육봉사활동,교직,[오프라인]
395,,월3,철학전공,손병홍,철학논술교육,전선,[오프라인]
396,,월3,일본학과,최수나,일본어논술교육,전선,[오프라인]
397,[전환(동영상)],화C 목C,중국학과,조정래,중국어논술교육,전선,[전환(동영상)]
398,[전환(화상)],목8,교직과목,신소영,교육심리,교직,[전환(화상)]
399,[전환(동영상)],월5,교직과목,황성희,교육과정,교직,[전환(동영상)]
400,[전환(동영상)],수3,교직과목,황성희,교육사회,교직,[전환(동영상)]
401,[전환(화상)],금1,교직과목,방기석,학교폭력의예방및대책,교직,[전환(화상)]
402,,화1,ROTC과목,훈육관,안전및조직관리사례연구,일반선택,[오프라인]
403,,목1,ROTC과목,훈육관,조직리더십사례연구,일반선택,[오프라인]
404,[전환(화상)],화B 목B,국어국문학전공,이승은,국문학개론,전선,[전환(화상)]
405,[전환(화상)],화B 목B,국어국문학전공,조은별,국문학개론,전선,[전환(화상)]
406,[전환(화상)],화E 목E,국어국문학전공,이병기,국어학강독,전선,[전환(화상)]
407,[전환(화상)],월5,국어국문학전공,박슬기,현대시강독,전선,[전환(화상)]
408,[전환(화상)],화D 목D,국어국문학전공,박슬기,현대시론,전선,[전환(화상)]
409,,월7,국어국문학전공,이병기,국어형태론,전선,[오프라인]
410,[전환(화상)],월3,국어국문학전공,신서인,국어통사론,전선,[전환(화상)]
411,[전환(화상)],화E 목E,국어국문학전공,박슬기,현대작가론,전선,[전환(화상)]
412,,화B 목B,국어국문학전공,신서인,국어정보학,전선,[오프라인]
413,[전환(화상)],화C 목C,국어국문학전공,김명준,근세시가론,전선,[전환(화상)]
414,[전환(화상)]1학년 수강권장|학년별 신청제한:  / / / /잔여,화A 목A,영어영문학과,신미영,음성학과발음연습,전선,[전환(화상)]
415,[전환(화상)]1학년 수강권장|학년별 신청제한:  / / / /잔여,월2,영어영문학과,신미영,음성학과발음연습,전선,[전환(화상)]
416,[전환(화상)]29 ｜ 5/12/12/0,화B 목B,영어영문학과,한경민,영미문학개관,전필,[전환(화상)]
417,[전환(화상)],화F 목F,영어영문학과,송종민,영미대중소설,전선,[전환(화상)]
418,[전환(화상)],월3,영어영문학과,김번,영미문학특강,전선,[전환(화상)]
419,[전환(화상)],화E 목E,영어영문학과,조비결,영미소설,전선,[전환(화상)]
420,[전환(화상)],월7,영어영문학과,김번,셰익스피어와르네상스문학,전선,[전환(화상)]
421,[전환(화상)]29 ｜ 5/10/10/4,화E 목E,영어영문학과,한경민,영미문학과영상,전선,[전환(화상)]
422,[전환(화상)]30 ｜2/3/13/12,화C 목C,영어영문학과,김애주,기본영작문,전선,[전환(화상)]
423,[전환(화상)],화B 목B,영어영문학과,안정현,기본영작문,전선,[전환(화상)]
424,[전환(화상)],월5,영어영문학과,육청민,아동문학과영어교육,전선,[전환(화상)]
425,[전환(화상)]1학년 수강권장|학년별 신청제한:  / / / /잔여,화F 목F,영어영문학과,조비결,영어프레젠테이션,전선,[전환(화상)]
426,[전환(화상)],화D 목D,영어영문학과,김용수,디지털시대의영어영문학,전선,[전환(화상)]
427,[전환(화상)],화C 목C,영어영문학과,황정아,팝문화와고전문화,전선,[전환(화상)]
428,[전환(화상)]복수전공생만 수강가능,월1 수1,중국학과,염철,중국어및실습II,전선,[전환(화상)]
429,[전환(동영상)]본과생만 수강가능.(월34수78금3),월3,중국학과,고민희,중국어및실습II,전선,[전환(동영상)]
430,[전환(동영상)]본과생만 수강가능.(월78수34금4),월7,중국학과,고민희,중국어및실습II,전선,[전환(동영상)]
431,[전환(화상)],월7,중국학과,염철,중국어초급회화I,전선,[전환(화상)]
432,[전환(화상)],수7,중국학과,염철,중국어초급회화I,전선,[전환(화상)]
433,[전환(동영상)],화E 목E,중국학과,양태근,중국근현대사,전선,[전환(동영상)]
434,[전환(화상)],월5,중국학과,염철,중국어중급회화I,전선,[전환(화상)]
435,[전환(동영상)],월5,중국학과,이지현,중국어문법및작문II,전선,[전환(동영상)]
436,[전환(동영상)],화B 목B,중국학과,이민숙,중국고전의이해,전선,[전환(동영상)]
437,[전환(동영상)],월7,중국학과,조정래,중국옛문인들의삶과예술,전선,[전환(동영상)]
438,[전환(동영상)],화C 목C,중국학과,성시일,중국경제론,전선,[전환(동영상)]
439,[전환(동영상)],화D 목D,중국학과,성옥례,중국문학사,전선,[전환(동영상)]
440,[전환(동영상)],화B 목B,중국학과,양태근,한중사회문화비교론,전선,[전환(동영상)]
441,[전환(동영상)],월3,중국학과,주준영,현대중국대중매체론,전선,[전환(동영상)]
442,[전환(동영상)],화A 목A,중국학과,노선아,중국어시사토론,전선,[전환(동영상)]
443,[전환(동영상)],화B 목B,중국학과,이지현,중국어청취,전선,[전환(동영상)]
444,[전환(동영상)],화D 목D,중국학과,이지현,중국어청취,전선,[전환(동영상)]
445,[전환(동영상)]기존 중국역사문화연구 수강생은 수강불가,화D 목D,중국학과,이민숙,사자성어로배우는중국의역사문화,전선,[전환(동영상)]
446,[전환(화상)]중국인학생 수강가능,화A 목A,중국학과,임홍연,현대중국어학개론,전선,[전환(화상)]
447,[전환(동영상)]1학년 대상 과목(일본학과 20학번 신입생 대상 과목),화C 목C,일본학과,이광제,기초일본어II,전선,[전환(동영상)]
448,[전환(동영상)]1학년 대상 과목(20학번 일본학과 신입생 대상 과목),화D 목D,일본학과,이광제,기초일본어II,전선,[전환(동영상)]
449,[전환(화상)]복수전공,화D 목D,일본학과,황경자,기초일본어II,전선,[전환(화상)]
450,[전환(화상)]일본학과 1학년 과목,월7,일본학과,KOSHIRO AKIKO,초급일본어회화II,전선,[전환(화상)]
451,[전환(화상)]부전공,월3,일본학과,KOSHIRO AKIKO,초급일본어회화II,전선,[전환(화상)]
452,[전환(화상)]일본학과 1학년 과목,월1,일본학과,황경자,초급일본어회화II,전선,[전환(화상)]
453,[전환(화상)]부전공,수7,일본학과,이예안,일본학입문ll,전선,[전환(화상)]
454,[전환(화상)]1학년 과목,수3,일본학과,이지원,일본학입문ll,전선,[전환(화상)]
455,[전환(화상)],수3,일본학과,KOSHIRO AKIKO,일본어작문,전선,[전환(화상)]
456,[전환(화상)],월5,일본학과,황경자,중급일본어회화II,전선,[전환(화상)]
457,[전환(화상)],월5,일본학과,KOSHIRO AKIKO,중급일본어회화II,전선,[전환(화상)]
458,[전환(화상)],화D 목D,일본학과,남기학,한일교류의역사와쟁점,전선,[전환(화상)]
459,[전환(화상)],화B 목B,일본학과,황경자,일본어학의이해,전선,[전환(화상)]
460,[전환(화상)],월7,일본학과,남기학,일본역사독해II,전선,[전환(화상)]
461,[전환(화상)],화C 목C,일본학과,김현희,일본문예론,전선,[전환(화상)]
462,,월1,일본학과,최수나,일본통번역심화과정II,전선,[오프라인]
463,[전환(화상)],화F 목F,일본학과,이지원,영상매체로본현대일본,전선,[전환(화상)]
464,[전환(동영상)],월1,러시아학과,유승남,초급러시아어II,전필,[전환(동영상)]
465,[전환(동영상)],월5,러시아학과,유승남,초급러시아어II,전필,[전환(동영상)]
466,,월5,러시아학과,이리나,초급러시아어회화II,전선,[오프라인]
467,,월1,러시아학과,이리나,초급러시아어회화II,전선,[오프라인]
468,[전환(화상)],화D 목D,러시아학과,박혜경,러시아문화,전선,[전환(화상)]
469,,화3,러시아학과,이리나,중급러시아어회화II,전선,[오프라인]
470,[전환(동영상)],화A 목A,러시아학과,유승남,중급러시아어II,전선,[전환(동영상)]
471,,화F 목F,러시아학과,홍택규,러시아어문법연습II,전선,[오프라인]
472,,화D 목D,러시아학과,이리나,러시아어작문II,전선,[오프라인]
473,,화3,러시아학과,홍택규,러시아어실습II,전선,[오프라인]
474,,월7,러시아학과,박혜경,러시아어청해,전선,[오프라인]
475,[전환(화상)],화E 목E,러시아학과,이용권,현대러시아문화론,전선,[전환(화상)]
476,[전환(화상)],화F 목F,철학전공,이찬,동아시아철학의이해,전선,[전환(화상)]
477,[전환(화상)],월5,철학전공,장춘익,사회.정치철학,전선,[전환(화상)]
478,,월9 금2,철학전공,주동률,사회윤리학,전선,[오프라인]
479,[실시간 화상강의],금5,철학전공,장춘익,역사철학,전선,[실시간 화상강의]
480,,화C 목C,철학전공,심준보,불교철학,전선,[오프라인]
481,,화B 목B,철학전공,심준보,동양철학의고전,전선,[오프라인]
482,,,철학전공,오진탁,한국사상현장답사II,전선,[오프라인]
483,[전환(화상)],월7,철학전공,윤주한,예술철학,전선,[전환(화상)]
484,[전환(동영상)],화C 목C,사학전공,유종수,아시아고대사,전선,[전환(동영상)]
485,,월7,사학전공,심재연,한국역사고고학,전선,[오프라인]
486,[전환(화상)],금1,사학전공,주형준,아시아근대사,전선,[전환(화상)]
487,[전환(화상)],화E 목E,사학전공,최봉준,고려시대의정치와사회,전선,[전환(화상)]
488,,월10,사학전공,염정섭,전공세미나및현장실습II,전선,[오프라인]
489,,화B 목B,사학전공,김기순,역사의방법,전선,[오프라인]
490,[전환(동영상)],화C 목C,사학전공,염정섭,한국사회경제사,전선,[전환(동영상)]
491,,화F 목F,사학전공,김기순,서양사자료탐구,전선,[오프라인]
492,,화D 목D,사학전공,최재영,동양사자료탐구,전선,[오프라인]
493,[전환(화상)],화D 목D,사학전공,박은재,서양사입문,전선,[전환(화상)]
494,[전환(화상)],월3,사학전공,박은재,근대서양의역사와문화,전선,[전환(화상)]
495,[전환(동영상)],월3,사학전공,노혁진,한국고고학특강,전선,[전환(동영상)]
496,,화B 목B,사학전공,이윤정,한국고중세사특강,전선,[오프라인]
497,[전환(동영상)]인문학부 신입생 전공탐색 과목,월7,사학전공,염정섭,한국사입문,전선,[전환(동영상)]
498,[전환(동영상)]인문학부 신입생 전공탐색 과목,월1,사학전공,염정섭,한국사입문,전선,[전환(동영상)]
499,[전환(화상)],금3,사학전공,주형준,세계사의격변기와인류,전선,[전환(화상)]
500,[전환(화상)],월5,사학전공,김아람,한국기록문화의역사와실습,전선,[전환(화상)]
501,[전환(화상)],화D 목D,정치행정학과,이동영,재무행정론,전선,[전환(화상)]
502,[전환(화상)],월7,정치행정학과,정용남,행정학,전선,[전환(화상)]
503,,월3,정치행정학과,양기웅,경제외교와개발협력,전선,[오프라인]
504,[전환(동영상)],월5,정치행정학과,이삼성,동아시아국제질서론,전선,[전환(동영상)]
505,,월1,정치행정학과,양기웅,일본의정치외교와한일관계,전선,[오프라인]
506,[블렌디드],화7,사회학과,김영범,사회연구를위한기초통계학,전필,[블렌디드]
507,[전환(동영상)],화B 목B,사회학과,엄한진,사회학이론,전선,[전환(동영상)]
508,[전환(화상)],수4 금3,사회학과,신경아,가족사회학,전선,[전환(화상)]
509,[전환(동영상)],월1,사회학과,전성원,청소년육성제도론,전선,[전환(동영상)]
510,[전환(화상)],화F 목F,사회학과,박준식,산업과과학기술의사회학,전선,[전환(화상)]
511,[전환(동영상)],화C 목C,사회학과,엄한진,다문화사회론,전선,[전환(동영상)]
512,[전환(동영상)],월5,사회학과,유팔무,사회계층론,전선,[전환(동영상)]
513,[전환(화상)],화D 목D,사회학과,김판수,사회학글쓰기와소통,전선,[전환(화상)]
514,[전환(화상)],월7,사회학과,나정대,현대사회연구,전선,[전환(화상)]
515,[전환(화상)],월3,사회복지학부,미정,인간행동과사회환경,공통전선,[전환(화상)]
516,[전환(동영상)],화B 목B,사회복지학부,윤현숙,인간행동과사회환경,공통전선,[전환(동영상)]
517,[전환(화상)],수2 금1,사회복지학부,김여진,사회복지현장실습,공통전선,[전환(화상)]
518,[전환(화상)],월7,사회복지학부,윤현숙,사회복지현장실습,공통전선,[전환(화상)]
519,[전환(화상)],월5,사회복지학,고정애,아동복지론,전선,[전환(화상)]
520,[전환(화상)],월7,사회복지학,최균,사회문제론,전선,[전환(화상)]
521,[전환(화상)],화A 목A,사회복지학,김여진,사회복지윤리와철학,전선,[전환(화상)]
522,[전환(화상)],화D 목D,사회복지학부,서인해,사회복지실천기술론,공통전선,[전환(화상)]
523,[전환(화상)],수2,사회복지학부,서인해,사회복지실천기술론,공통전선,[전환(화상)]
524,[전환(화상)],화D 목D,사회복지학,고정애,정신건강사회복지론,전선,[전환(화상)]
525,[전환(화상)],화E 목E,사회복지학부,석재은,사회복지법제와실천,공통전선,[전환(화상)]
526,[전환(화상)],화F 목F,사회복지학부,석재은,사회복지법제와실천,공통전선,[전환(화상)]
527,[전환(화상)],수4 금3,사회복지학부,조준용,사회복지세미나,공통전선,[전환(화상)]
528,[전환(화상)],월3,사회복지학,최유석,사회복지자료분석론,전선,[전환(화상)]
529,[전환(화상)],화E 목E,사회복지학부,최균,사회복지조사론,공통전선,[전환(화상)]
530,[전환(화상)],화A 목A,사회복지학부,미정,사회복지조사론,공통전선,[전환(화상)]
531,[전환(화상)],월1,사회복지학,미정,장애인복지론,전선,[전환(화상)]
532,[전환(화상)],화F 목F,사회복지학,고윤순,학교사회복지론,전선,[전환(화상)]
533,[전환(화상)],수6 금5,사회복지학부,미정,노인복지론,공통전선,[전환(화상)]
534,[전환(화상)],화B 목B,사회복지학,최유석,한국사회복지론,전선,[전환(화상)]
535,[전환(화상)],월1,노인복지학,석재은,노인소득보장론,전선,[전환(화상)]
536,,수8,사회복지학,이강,사회서비스캡스톤디자인,전선,[오프라인]
537,[전환(화상)],월3,경제학과,한영욱,경제학원론(거시),전선,[전환(화상)]
538,[전환(동영상)],월5,경제학과,유한욱,경제학원론(미시),전선,[전환(동영상)]
539,[전환(화상)],화B 목B,경제학과,한영욱,경제통계학,전선,[전환(화상)]
540,[전환(화상)],화C 목C,경제학과,이충언,국제무역론,전선,[전환(화상)]
541,,화E 목E,경제학과,오상봉,한국경제론,전선,[오프라인]
542,[전환(화상)],화D 목D,경제학과,노석재,경제성장론(종합설계),전선,[전환(화상)]
543,[전환(동영상)],화B 목B,경제학과,김인규,법경제학,전선,[전환(동영상)]
544,[전환(동영상)],월7,경제학과,김승래,환경경제학(종합설계),전선,[전환(동영상)]
545,[전환(동영상)],화C 목C,경제학과,유한욱,미시경제학I,전필,[전환(동영상)]
546,[전환(동영상)],화E 목E,경제학과,김승래,미시경제학II,전선,[전환(동영상)]
547,[전환(화상)],화A 목A,경제학과,노석재,거시경제학I,전필,[전환(화상)]
548,[전환(화상)],화F 목F,경제학과,한영욱,거시경제학II,전선,[전환(화상)]
549,[전환(동영상)],월3,경제학과,조동훈,인사관리경제학,전선,[전환(동영상)]
550,,월7,경제학과,유한욱,Thinking Economically,전선,[오프라인]
551,[전환(동영상)],화D 목D,경제학과,김승래,조세론,전선,[전환(동영상)]
552,,화E 목E,경제학과,조동훈,캡스톤 디자인,전선,[오프라인]
553,[전환(동영상)],수4 금3,일송자유교양대학,박명걸,경영학원론,일반교양,[전환(동영상)]
554,[전환(화상)],화A 목A,경영학과,정득,경영자료분석(종합설계),전선,[전환(화상)]
555,[전환(화상)],화D 목D,경영학과,정득,경영자료분석(종합설계),전선,[전환(화상)]
556,[전환(동영상)],화C 목C,경영학과,김일,회계원리,전필,[전환(동영상)]
557,[전환(동영상)],월9,경영학과,김일,회계원리,전필,[전환(동영상)]
558,[전환(동영상)],화A 목A,경영학과,변용환,회계원리,전필,[전환(동영상)]
559,,화A 목A,경영학과,문성훈,회계원리,전필,[오프라인]
560,,화B 목B,경영학과,문성훈,회계원리,전필,[오프라인]
561,[전환(동영상)],월7,경영학과,백광기,조직행동론,전필,[전환(동영상)]
562,[전환(동영상)],월10,경영학과,백광기,조직행동론,전필,[전환(동영상)]
563,[전환(동영상)],수8,경영학과,최병돈,서비스경영,전선,[전환(동영상)]
564,[전환(화상)],화E 목E,경영학과,최광석,세무원리,전선,[전환(화상)]
565,[전환(혼합)],월7,금융재무학과,조규성,경영분석(종합설계),전선,[전환(혼합)]
566,[전환(화상)],월5,경영학과,이견직,생산운영관리(종합설계),전필,[전환(화상)]
567,[전환(동영상)],화A 목A,경영학과,박명걸,마케팅원론,전필,[전환(동영상)]
568,[동영상 콘텐츠],수2 금1,경영학과,전호성,마케팅원론,전필,[동영상 콘텐츠]
569,[전환(화상)],화B 목B,경영학과,한재훈,국제경영론,전선,[전환(화상)]
570,[전환(화상)],화B 목B,경영학과,변희섭,재무관리,전필,[전환(화상)]
571,[전환(동영상)],화E 목E,경영학과,김태규,재무관리,전필,[전환(동영상)]
572,[전환(동영상)],화F 목F,경영학과,김일,원가관리회계,전선,[전환(동영상)]
573,[동영상 콘텐츠],온라인1,경영학과,민성환,경영정보시스템(종합설계),전필,[동영상 콘텐츠]
574,[전환(동영상)],수2 금1,경영학과,박명걸,협상론,전선,[전환(동영상)]
575,,금5,경영학과,김현식,시장조사론(종합설계),전선,[오프라인]
576,[전환(화상)],화B 목B,경영학과,전호성,소비자행동론(종합설계),전선,[전환(화상)]
577,[전환(동영상)],화D 목D,경영학과,민성환,인터넷비즈니스(종합설계),전선,[전환(동영상)]
578,[전환(동영상)],화E 목E,경영학과,민성환,인터넷비즈니스(종합설계),전선,[전환(동영상)]
579,[전환(화상)],화A 목A,경영학과,한재훈,경영전략(종합설계),전필,[전환(화상)]
580,[동영상 콘텐츠],온라인1,경영학과,김은정,경영전략(종합설계),전필,[동영상 콘텐츠]
581,[전환(화상)],화F 목F,경영학과,최광석,기업과세금,전선,[전환(화상)]
582,[동영상 콘텐츠],월5,금융재무학과,박윤정,재무학원론,전필,[동영상 콘텐츠]
583,[전환(동영상)],수4 금3,금융재무학과,김지현,재무관리론,전필,[전환(동영상)]
584,[전환(화상)],월3,금융재무학과,변희섭,금융기관론,전선,[전환(화상)]
585,[전환(동영상)],화A 목A,금융재무학과,조규성,채권분석,전선,[전환(동영상)]
586,[전환(동영상)],화E 목E,금융재무학과,김지현,노후설계론,전선,[전환(동영상)]
587,[전환(동영상)],화E 목E,금융재무학과,이덕수,은퇴설계론,전선,[전환(동영상)]
588,[전환(혼합)],금6,금융재무학과,안동규,English for Finance II,전선,[전환(혼합)]
589,[전환(동영상)],화F 목F,금융재무학과,김지현,파생상품론,전선,[전환(동영상)]
590,[전환(동영상)],화A 목A,금융재무학과,이덕수,금융정책론,전선,[전환(동영상)]
591,[전환(동영상)],월7,금융재무학과,김태규,기업재무론,전필,[전환(동영상)]
592,[전환(동영상)],화D 목D,금융재무학과,박윤정,계량재무분석,전선,[전환(동영상)]
593,[전환(동영상)],화B 목B,금융재무학과,조규성,금융투자전략,전선,[전환(동영상)]
594,[전환(동영상)],월3,금융재무학과,조규성,부동산설계론,전선,[전환(동영상)]
595,[전환(동영상)],월1,금융재무학과,조규성,투자설계론,전필,[전환(동영상)]
596,[전환(화상)],화E 목E,법학과,홍일선,헌법I,전필,[전환(화상)]
597,[전환(동영상)],화B 목B,법학과,허명국,민법총칙,전필,[전환(동영상)]
598,[전환(동영상)],월7,법학과,신동현,민법총칙,전필,[전환(동영상)]
599,[전환(동영상)],화A 목A,법학과,이건호,형법총론I,전선,[전환(동영상)]
600,[전환(동영상)],화D 목D,법학과,이건호,형법각론,전선,[전환(동영상)]
601,[전환(화상)],금1,법학과,곽수현,상법총론,전선,[전환(화상)]
602,[전환(동영상)],화C 목C,법학과,윤효영,상법총론,전선,[전환(동영상)]
603,[전환(동영상)],화B,법학과,최우령,상법총론,전선,[전환(동영상)]
604,[전환(동영상)],화E 목E,법학과,김상훈,영미법,전선,[전환(동영상)]
605,[전환(동영상)],화F 목F,법학과,신동현,가족법,전선,[전환(동영상)]
606,[전환(화상)],금3,법학과,곽수현,어음수표법,전선,[전환(화상)]
607,[전환(화상)],화C 목C,법학과,홍일선,헌법소송법,전선,[전환(화상)]
608,[전환(동영상)],화B 목B,법학과,김상훈,민사소송법 I,전선,[전환(동영상)]
609,[전환(동영상)],월7,법학과,이건호,형사소송법II,전선,[전환(동영상)]
610,[전환(동영상)],월7,법학과,윤효영,환경법,전선,[전환(동영상)]
611,[전환(동영상)],화D 목D,법학과,김경태,노동법사례연습,전선,[전환(동영상)]
612,[전환(동영상)],월3,법학과,황선훈,행정법개론,전선,[전환(동영상)]
613,[전환(동영상)],월5,법학과,김경태,노동법 II,전선,[전환(동영상)]
614,[전환(동영상)],월7,법학과,허명국,담보법,전선,[전환(동영상)]
615,[전환(화상)],월5,정치행정학과,이동영,행정자료분석론,전선,[전환(화상)]
616,[전환(화상)],화F 목F,정치행정학과,정용남,정부와공기업,전선,[전환(화상)]
617,[전환(동영상)],화B 목B,정치행정학과,김재한,연대의이해,전선,[전환(동영상)]
618,[전환(화상)],화E 목E,정치행정학과,정용남,과학기술혁신정책론,전선,[전환(화상)]
619,,수6,정치행정학과,박병직,문화관광정책개발-캡스톤디자인,전선,[오프라인]
620,[전환(동영상)],월7,정치행정학과,이삼성,현대중국정치의정신사,전선,[전환(동영상)]
621,[전환(동영상)],화B 목B,정치행정학과,이삼성,민주와평화의정치사상사,전선,[전환(동영상)]
622,[전환(화상)],화D,정치행정학과,김재한,통일·북한의문화적이해,전선,[전환(화상)]
623,[동영상 콘텐츠],온라인1,심리학과,정혜선,학습심리학,전선,[동영상 콘텐츠]
624,[동영상 콘텐츠],온라인A,심리학과,이수진,동기와행동,전선,[동영상 콘텐츠]
625,[전환(화상)],화E 목E,심리학과,강연욱,임상심리학,전선,[전환(화상)]
626,[전환(화상)],수3,심리학과,남기덕,설득과태도변화,전선,[전환(화상)]
627,,금6,심리학과,강연욱,졸업논문연구,전선,[오프라인]
628,[전환(화상)],화B 목B,심리학과,임선영,행복과성장의심리학,전선,[전환(화상)]
629,[전환(동영상)],화A 목A,심리학과,노상선,건강심리학,전선,[전환(동영상)]
630,[전환(혼합)],월5,심리학과,조용래,상담이론및실습(캡스톤디자인),전선,[전환(혼합)]
631,[전환(화상)],화D 목D,심리학과,이주일,산업및인사심리학,전선,[전환(화상)]
632,[전환(동영상)],금1,심리학과,이재웅,청소년문제와보호,전선,[전환(동영상)]
633,[전환(동영상)],화B 목B,심리학과,서동기,심리통계,전필,[전환(동영상)]
634,[전환(화상)],월1,심리학과,오충광,집단상담과실습,전선,[전환(화상)]
635,[전환(혼합)],화D 목D,심리학과,정혜선,세상을디자인하는심리학(캡스톤디자인),전선,[전환(혼합)]
636,[전환(화상)],화A 목A,심리학과,이수진,심리학실험및실습,전선,[전환(화상)]
637,[전환(화상)],월7,심리학과,임선영,발달심리,전선,[전환(화상)]
638,[전환(화상)],수6 금5,미디어스쿨,정완규,디지털게임과현대사회,전선,[전환(화상)]
639,[전환(화상)],수6 금5,디지털미디어콘텐츠전공,정완규,디지털게임과현대사회,전선,[전환(화상)]
640,[전환(화상)]1학년 수강 불가 수업,수8 금7,미디어스쿨,정완규,조사방법론-캡스톤디자인,공통전필,[전환(화상)]
641,[전환(화상)]1학년 수강 불가 수업,월7,미디어스쿨,강명현,조사방법론-캡스톤디자인,공통전필,[전환(화상)]
642,[전환(혼합)]1학년 수강 불가 수업,월5,미디어스쿨,안지수,조사방법론-캡스톤디자인,공통전필,[전환(혼합)]
643,[전환(화상)],화E 목E,미디어스쿨,권재웅,International Communication,공통전선,[전환(화상)]
644,,화E 목E,미디어스쿨,주영기,International Communication,공통전선,[오프라인]
645,[전환(화상)],월1,광고홍보학과,홍석민,광고홍보조사방법론,전필,[전환(화상)]
646,[전환(화상)],월5,미디어스쿨,이황석,영상제작입문,공통전선,[전환(화상)]
647,[동영상 콘텐츠],온라인7,미디어스쿨,심훈,저널리즘의역사와현황,전선,[동영상 콘텐츠]
648,[동영상 콘텐츠],온라인7,언론방송융합미디어전공,심훈,저널리즘의역사와현황,전선,[동영상 콘텐츠]
649,[전환(화상)],화A 목A,미디어스쿨,정연구,독서와토론3:고전,공통전선,[전환(화상)]
650,,수7,미디어스쿨,주영기,헬스저널리즘연습,전선,[오프라인]
651,,수7,언론방송융합미디어전공,주영기,헬스저널리즘연습,전선,[오프라인]
652,[전환(동영상)],화A 목A,언론방송융합미디어전공,이푸름,뉴스작성기초1,전선,[전환(동영상)]
653,[전환(동영상)],화A 목A,미디어스쿨,이푸름,뉴스작성기초1,전선,[전환(동영상)]
654,,월3,언론방송융합미디어전공,성기준,뉴스작성기초1,전선,[오프라인]
655,,월3,미디어스쿨,심훈,뉴스작성기초1,전선,[오프라인]
656,,월3,미디어스쿨,성기준,뉴스작성기초1,전선,[오프라인]
657,,월3,언론방송융합미디어전공,심훈,뉴스작성기초1,전선,[오프라인]
658,,월7,언론방송융합미디어전공,성기준,뉴스작성기초2,전선,[오프라인]
659,,월7,미디어스쿨,성기준,뉴스작성기초2,전선,[오프라인]
660,[전환(혼합)]3학년 이상 수업,금1,미디어스쿨,염성덕,탐사보도-캡스톤디자인,전선,[전환(혼합)]
661,[전환(혼합)]3학년 이상 수업,금1,언론방송융합미디어전공,염성덕,탐사보도-캡스톤디자인,전선,[전환(혼합)]
662,[전환(혼합)],화5,언론방송융합미디어전공,윤혁,방송영상콘텐츠제작2-캡스톤디자인,전선,[전환(혼합)]
663,[전환(혼합)],화5,미디어스쿨,윤혁,방송영상콘텐츠제작2-캡스톤디자인,전선,[전환(혼합)]
664,[전환(화상)],월3,언론방송융합미디어전공,송현주,설득과공공캠페인,전선,[전환(화상)]
665,[전환(화상)],월3,미디어스쿨,송현주,설득과공공캠페인,전선,[전환(화상)]
666,[동영상 콘텐츠],화B 목B,광고홍보학과,박동진,홍보개론,전선,[동영상 콘텐츠]
667,[전환(화상)],화A 목A,광고홍보학과,홍석민,매체계획론,전선,[전환(화상)]
668,[전환(혼합)],금5,광고홍보학과,윤해웅,광고카피작성II,전선,[전환(혼합)]
669,[전환(화상)]실시간,월5,광고홍보학과,윤태일,국제마케팅커뮤니케이션특강,전선,[전환(화상)]
670,,월1,광고홍보학과,김찬,캡스톤디자인-영상광고제작실습,전선,[오프라인]
671,[전환(화상)]실시간화상과 동영상 이용,목4,광고홍보학과,임윤상,크리에이티브원론,전선,[전환(화상)]
672,[전환(화상)],수3,광고홍보학과,조상미,광고홍보영상기초,전선,[전환(화상)]
673,[전환(화상)],월7,경영학과,최영기,고용관계론,전선,[전환(화상)]
674,3학년 2학기 이상 수강대상,수4 금3,미디어스쿨,권재웅,The H 프로젝트,공통전선,[오프라인]
675,[전환(화상)]3학년 2학기 이상 학생 수강대상,월9,미디어스쿨,정연구,The H 프로젝트,공통전선,[전환(화상)]
676,[전환(동영상)],화B 목B,미디어스쿨,구윤희,건강과뉴미디어,전선,[전환(동영상)]
677,[전환(동영상)],화B 목B,디지털미디어콘텐츠전공,구윤희,건강과뉴미디어,전선,[전환(동영상)]
678,[전환(화상)],월7,디지털미디어콘텐츠전공,김신동,Asian Cinema,전선,[전환(화상)]
679,[전환(화상)],월7,미디어스쿨,김신동,Asian Cinema,전선,[전환(화상)]
680,[전환(혼합)],화8,미디어스쿨,전창대,영상편집1:프리미어,전선,[전환(혼합)]
681,[전환(혼합)],월1,언론방송융합미디어전공,이황석,영상편집1:프리미어,전선,[전환(혼합)]
682,[전환(혼합)],월1,미디어스쿨,이황석,영상편집1:프리미어,전선,[전환(혼합)]
683,[전환(혼합)],화5,미디어스쿨,이황석,영상편집1:프리미어,전선,[전환(혼합)]
684,[동영상 콘텐츠],화B 목B,미디어스쿨,류재형,영상특수효과론,전선,[동영상 콘텐츠]
